# Amorphous Carbon according to Ashok.
#
# Wavelengths are in meters.
#
#Wavelength,Re(EPS),Im(EPS)
1.9500000e-06,2.2500000e+00,1.1315766e-03
2.0000000e-06,2.2500000e+00,1.1400000e-03
2.0500000e-06,2.2500000e+00,1.1400000e-03
2.1000000e-06,2.2500000e+00,1.1400000e-03
2.1500000e-06,2.2500000e+00,1.1543157e-03
2.2000000e-06,2.2500000e+00,1.1853554e-03
2.2500000e-06,2.2500000e+00,1.3651302e-03
2.3000000e-06,2.2500000e+00,4.4912421e-03
2.3500000e-06,2.2500000e+00,5.1139291e-03
2.4000000e-06,2.2500000e+00,4.2000000e-03
2.4500000e-06,2.2500000e+00,3.0376632e-03
2.5000000e-06,2.2500000e+00,2.3110263e-03
2.5500000e-06,2.2500000e+00,2.3649848e-03
2.6000000e-06,2.2500000e+00,2.2916650e-03
2.6500000e-06,2.2500000e+00,2.1648119e-03
2.7000000e-06,2.2500000e+00,2.2943963e-03
2.7500000e-06,2.2500000e+00,2.4143207e-03
2.8000000e-06,2.2500000e+00,1.8427601e-03
2.8500000e-06,2.2500000e+00,1.6500000e-03
2.9000000e-06,2.2500000e+00,1.9228332e-03
2.9500000e-06,2.2500000e+00,2.0482428e-03
3.0000000e-06,2.2500000e+00,2.0448375e-03
3.0500000e-06,2.2500000e+00,2.0498348e-03
3.1000000e-06,2.2500000e+00,2.2484018e-03
3.1500000e-06,2.2500000e+00,2.4264712e-03
3.2000000e-06,2.2500000e+00,4.4164360e-03
3.2500000e-06,2.2499901e+00,7.0408898e-03
3.3000000e-06,2.2499900e+00,1.0292448e-02
3.3500000e-06,2.2499709e+00,1.6983474e-02
3.4000000e-06,2.2485424e+00,1.0715451e-01
3.4500000e-06,2.2471303e+00,1.5966601e-01
3.5000000e-06,2.2426676e+00,2.1004810e-01
3.5500000e-06,2.2498845e+00,3.1756047e-02
3.6000000e-06,2.2499863e+00,1.1414635e-02
3.6500000e-06,2.2499900e+00,7.8049636e-03
3.7000000e-06,2.2500000e+00,6.4048636e-03
3.7500000e-06,2.2499901e+00,8.8559545e-03
3.8000000e-06,2.2499900e+00,7.9993105e-03
3.8500000e-06,2.2500000e+00,5.2957690e-03
3.9000000e-06,2.2500000e+00,4.1373280e-03
3.9500000e-06,2.2500000e+00,2.6382355e-03
4.0000000e-06,2.2500000e+00,2.0217172e-03
4.0500000e-06,2.2500000e+00,1.7236251e-03
4.1000000e-06,2.2500000e+00,1.5465007e-03
4.1500000e-06,2.2500000e+00,1.8694238e-03
4.2000000e-06,2.2500000e+00,1.6236404e-03
4.2500000e-06,2.2500000e+00,2.9944091e-03
4.3000000e-06,2.2500000e+00,3.1649244e-03
4.3500000e-06,2.2500000e+00,2.0348174e-03
4.4000000e-06,2.2500000e+00,1.9624828e-03
4.4500000e-06,2.2500000e+00,1.6249240e-03
4.5000000e-06,2.2500000e+00,1.4557262e-03
4.5500000e-06,2.2500000e+00,1.4042995e-03
4.6000000e-06,2.2500000e+00,1.4748847e-03
4.6500000e-06,2.2500000e+00,1.7084094e-03
4.7000000e-06,2.2500000e+00,1.3304055e-03
4.7500000e-06,2.2500000e+00,1.2819582e-03
4.8000000e-06,2.2500000e+00,1.3170712e-03
4.8500000e-06,2.2500000e+00,1.4823985e-03
4.9000000e-06,2.2500000e+00,2.0612324e-03
4.9500000e-06,2.2500000e+00,2.9430803e-03
5.0000000e-06,2.2500000e+00,1.5388998e-03
5.0500000e-06,2.2500000e+00,1.3513179e-03
5.1000000e-06,2.2500000e+00,1.5691359e-03
5.1500000e-06,2.2500000e+00,1.5388694e-03
5.2000000e-06,2.2500000e+00,1.6367519e-03
5.2500000e-06,2.2500000e+00,2.1932951e-03
5.3000000e-06,2.2500000e+00,1.9429452e-03
5.3500000e-06,2.2500000e+00,1.2030109e-03
5.4000000e-06,2.2500000e+00,1.1125115e-03
5.4500000e-06,2.2500000e+00,1.2942179e-03
5.5000000e-06,2.2500000e+00,1.6920362e-03
5.5500000e-06,2.2500000e+00,1.3968975e-03
5.6000000e-06,2.2500000e+00,1.3056313e-03
5.6500000e-06,2.2500000e+00,1.2929890e-03
5.7000000e-06,2.2500000e+00,1.5065241e-03
5.7500000e-06,2.2500000e+00,2.0705538e-03
5.8000000e-06,2.2500000e+00,1.9644254e-03
5.8500000e-06,2.2500000e+00,1.6461164e-03
5.9000000e-06,2.2500000e+00,1.5600000e-03
5.9500000e-06,2.2500000e+00,1.5600000e-03
6.0000000e-06,2.2500000e+00,1.5748874e-03
6.0500000e-06,2.2500000e+00,1.8888257e-03
6.1000000e-06,2.2500000e+00,3.2969456e-03
6.1500000e-06,2.2500000e+00,2.5825536e-03
6.2000000e-06,2.2500000e+00,2.5736579e-03
6.2500000e-06,2.2500000e+00,2.7610973e-03
6.3000000e-06,2.2500000e+00,2.9580247e-03
6.3500000e-06,2.2500000e+00,2.7995697e-03
6.4000000e-06,2.2500000e+00,2.7012336e-03
6.4500000e-06,2.2500000e+00,2.8984862e-03
6.5000000e-06,2.2500000e+00,3.3421272e-03
6.5500000e-06,2.2500000e+00,3.6976953e-03
6.6000000e-06,2.2500000e+00,4.3032842e-03
6.6500000e-06,2.2499901e+00,7.1836140e-03
6.7000000e-06,2.2499766e+00,1.4109929e-02
6.7500000e-06,2.2485780e+00,1.1298002e-01
6.8000000e-06,2.2488196e+00,1.0299329e-01
6.8500000e-06,2.2492212e+00,8.3861308e-02
6.9000000e-06,2.2499147e+00,2.7355348e-02
6.9500000e-06,2.2499694e+00,1.7058691e-02
7.0000000e-06,2.2499841e+00,1.1825070e-02
7.0500000e-06,2.2499900e+00,8.7209709e-03
7.1000000e-06,2.2499900e+00,7.0497775e-03
7.1500000e-06,2.2500000e+00,5.9133082e-03
7.2000000e-06,2.2500000e+00,3.8155528e-03
7.2500000e-06,2.2500000e+00,5.0933448e-03
7.3000000e-06,2.2499900e+00,8.3771536e-03
7.3500000e-06,2.2499900e+00,7.5853337e-03
7.4000000e-06,2.2499900e+00,7.1733741e-03
7.4500000e-06,2.2499999e+00,6.5117509e-03
7.5000000e-06,2.2500000e+00,5.0799834e-03
7.5500000e-06,2.2500000e+00,4.5000000e-03
7.6000000e-06,2.2500000e+00,4.9888334e-03
7.6500000e-06,2.2500000e+00,5.7817517e-03
7.7000000e-06,2.2500000e+00,5.9396532e-03
7.7500000e-06,2.2500000e+00,5.4198860e-03
7.8000000e-06,2.2500000e+00,4.9317947e-03
7.8500000e-06,2.2500000e+00,4.2540523e-03
7.9000000e-06,2.2500000e+00,3.7744866e-03
7.9500000e-06,2.2500000e+00,3.5380774e-03
8.0000000e-06,2.2500000e+00,3.3005280e-03
8.0500000e-06,2.2500000e+00,3.0683222e-03
8.1000000e-06,2.2500000e+00,3.0000000e-03
8.1500000e-06,2.2500000e+00,2.9642970e-03
8.2000000e-06,2.2500000e+00,2.8746292e-03
8.2500000e-06,2.2500000e+00,2.7849817e-03
8.3000000e-06,2.2500000e+00,2.7130399e-03
8.3500000e-06,2.2500000e+00,2.6992396e-03
8.4000000e-06,2.2500000e+00,2.7739820e-03
8.4500000e-06,2.2500000e+00,2.7589534e-03
8.5000000e-06,2.2500000e+00,3.3995031e-03
8.5500000e-06,2.2500000e+00,2.9681961e-03
8.6000000e-06,2.2500000e+00,2.9349763e-03
8.6500000e-06,2.2500000e+00,2.9237130e-03
8.7000000e-06,2.2500000e+00,2.8565441e-03
8.7500000e-06,2.2500000e+00,2.8713124e-03
8.8000000e-06,2.2500000e+00,2.9122675e-03
8.8500000e-06,2.2500000e+00,2.9726999e-03
8.9000000e-06,2.2500000e+00,3.1794068e-03
8.9500000e-06,2.2500000e+00,3.3000000e-03
9.0000000e-06,2.2500000e+00,3.2972231e-03
9.0500000e-06,2.2500000e+00,3.0600017e-03
9.1000000e-06,2.2500000e+00,2.8560584e-03
9.1500000e-06,2.2500000e+00,3.1612143e-03
9.2000000e-06,2.2500000e+00,3.4832904e-03
9.2500000e-06,2.2500000e+00,3.8398293e-03
9.3000000e-06,2.2500000e+00,3.8835910e-03
9.3500000e-06,2.2500000e+00,3.6006739e-03
9.4000000e-06,2.2500000e+00,3.5484959e-03
9.4500000e-06,2.2500000e+00,3.3000880e-03
9.5000000e-06,2.2500000e+00,3.3000000e-03
9.5500000e-06,2.2500000e+00,3.0050469e-03
9.6000000e-06,2.2500000e+00,2.7706443e-03
9.6500000e-06,2.2500000e+00,2.6483139e-03
9.7000000e-06,2.2500000e+00,2.4861399e-03
9.7500000e-06,2.2500000e+00,2.4470484e-03
9.8000000e-06,2.2500000e+00,2.4341199e-03
9.8500000e-06,2.2500000e+00,2.4584529e-03
9.9000000e-06,2.2500000e+00,2.5026649e-03
9.9500000e-06,2.2500000e+00,2.7424122e-03
1.0000000e-05,2.2500000e+00,3.0444090e-03
1.0050000e-05,2.2500000e+00,3.8972894e-03
1.0100000e-05,2.2500000e+00,4.3884067e-03
1.0150000e-05,2.2500000e+00,3.8994899e-03
1.0200000e-05,2.2500000e+00,3.2884793e-03
1.0250000e-05,2.2500000e+00,2.5416338e-03
1.0300000e-05,2.2500000e+00,2.4955677e-03
1.0350000e-05,2.2500000e+00,2.6923442e-03
1.0400000e-05,2.2500000e+00,2.6085402e-03
1.0450000e-05,2.2500000e+00,2.5138962e-03
1.0500000e-05,2.2500000e+00,2.4749731e-03
1.0550000e-05,2.2500000e+00,2.4654238e-03
1.0600000e-05,2.2500000e+00,2.4790749e-03
1.0650000e-05,2.2500000e+00,2.5011366e-03
1.0700000e-05,2.2500000e+00,2.5554010e-03
1.0750000e-05,2.2500000e+00,2.6118498e-03
1.0800000e-05,2.2500000e+00,2.7723592e-03
1.0850000e-05,2.2500000e+00,2.9341050e-03
1.0900000e-05,2.2500000e+00,3.8961829e-03
1.0950000e-05,2.2500000e+00,6.1818964e-03
1.1000000e-05,2.2499900e+00,1.0644241e-02
1.1050000e-05,2.2499900e+00,8.1256275e-03
1.1100000e-05,2.2500000e+00,5.5708045e-03
1.1150000e-05,2.2500000e+00,4.3621806e-03
1.1200000e-05,2.2500000e+00,3.4390806e-03
1.1250000e-05,2.2500000e+00,2.6800534e-03
1.1300000e-05,2.2500000e+00,2.5650708e-03
1.1350000e-05,2.2500000e+00,2.4528446e-03
1.1400000e-05,2.2500000e+00,2.3008645e-03
1.1450000e-05,2.2500000e+00,2.1393203e-03
1.1500000e-05,2.2500000e+00,2.0177062e-03
1.1550000e-05,2.2500000e+00,2.0742571e-03
1.1600000e-05,2.2500000e+00,2.1278423e-03
1.1650000e-05,2.2500000e+00,2.1784452e-03
1.1700000e-05,2.2500000e+00,2.2245943e-03
1.1750000e-05,2.2500000e+00,2.2709369e-03
1.1800000e-05,2.2500000e+00,2.2971386e-03
1.1850000e-05,2.2500000e+00,2.3185629e-03
1.1900000e-05,2.2500000e+00,2.3413127e-03
1.1950000e-05,2.2500000e+00,2.3799900e-03
1.2000000e-05,2.2500000e+00,2.4199900e-03
1.2050000e-05,2.2500000e+00,2.4601373e-03
1.2100000e-05,2.2500000e+00,2.5099900e-03
1.2150000e-05,2.2500000e+00,2.5599900e-03
1.2200000e-05,2.2500000e+00,2.6121422e-03
1.2250000e-05,2.2500000e+00,2.6899896e-03
1.2300000e-05,2.2500000e+00,2.7699853e-03
1.2350000e-05,2.2500000e+00,2.8496509e-03
1.2400000e-05,2.2500000e+00,2.8999900e-03
1.2450000e-05,2.2500000e+00,2.9499897e-03
1.2500000e-05,2.2500000e+00,3.0031147e-03
1.2550000e-05,2.2500000e+00,3.0937425e-03
1.2600000e-05,2.2500000e+00,3.1874925e-03
1.2650000e-05,2.2500000e+00,3.2820811e-03
1.2700000e-05,2.2500000e+00,3.3000000e-03
1.2750000e-05,2.2500000e+00,3.3000000e-03
1.2800000e-05,2.2500000e+00,3.3000000e-03
1.2850000e-05,2.2500000e+00,3.4058242e-03
1.2900000e-05,2.2500000e+00,3.5823767e-03
1.2950000e-05,2.2500000e+00,3.7588517e-03
1.3000000e-05,2.2500000e+00,3.9502705e-03
1.3050000e-05,2.2500000e+00,4.2176877e-03
1.3100000e-05,2.2500000e+00,4.4824060e-03
1.3150000e-05,2.2500000e+00,4.7454792e-03
1.3200000e-05,2.2500000e+00,5.2942693e-03
1.3250000e-05,2.2500000e+00,5.9119406e-03
1.3300000e-05,2.2500000e+00,6.5261725e-03
1.3350000e-05,2.2499900e+00,8.2643783e-03
1.3400000e-05,2.2499860e+00,1.1684522e-02
1.3450000e-05,2.2499701e+00,1.5101164e-02
1.3500000e-05,2.2499600e+00,1.8545952e-02
1.3550000e-05,2.2498737e+00,3.4327488e-02
1.3600000e-05,2.2496803e+00,5.3378364e-02
1.3650000e-05,2.2478330e+00,1.3971329e-01
1.3700000e-05,2.2443881e+00,2.2473016e-01
1.3750000e-05,2.2472829e+00,1.5629035e-01
1.3800000e-05,2.2489738e+00,9.5915648e-02
1.3850000e-05,2.2471272e+00,1.6083296e-01
1.3900000e-05,2.2455895e+00,1.9890691e-01
1.3950000e-05,2.2484489e+00,1.1815505e-01
1.4000000e-05,2.2496731e+00,5.4191722e-02
1.4050000e-05,2.2497971e+00,4.2992730e-02
1.4100000e-05,2.2498747e+00,3.3511366e-02
1.4150000e-05,2.2499191e+00,2.7495863e-02
1.4200000e-05,2.2499485e+00,2.1424317e-02
1.4250000e-05,2.2499700e+00,1.5352759e-02
1.4300000e-05,2.2499900e+00,1.0215476e-02
1.4350000e-05,2.2499900e+00,9.0590712e-03
1.4400000e-05,2.2499900e+00,7.8590379e-03
1.4450000e-05,2.2499999e+00,6.6590112e-03
1.4500000e-05,2.2500000e+00,5.6359415e-03
1.4550000e-05,2.2500000e+00,5.3725010e-03
1.4600000e-05,2.2500000e+00,5.0997576e-03
1.4650000e-05,2.2500000e+00,4.8270114e-03
1.4700000e-05,2.2500000e+00,4.5534243e-03
1.4750000e-05,2.2500000e+00,4.3361785e-03
1.4800000e-05,2.2500000e+00,4.1316243e-03
1.4850000e-05,2.2500000e+00,3.9270560e-03
1.4900000e-05,2.2500000e+00,3.7226405e-03
1.4950000e-05,2.2501111e+00,3.5943523e-03
1.5000000e-05,2.2503900e+00,3.5802700e-03
1.5050000e-05,2.2506544e+00,3.5661569e-03
1.5100000e-05,2.2509600e+00,3.5520700e-03
1.5150000e-05,2.2512450e+00,3.5379663e-03
1.5200000e-05,2.2515300e+00,3.5238600e-03
1.5250000e-05,2.2518150e+00,3.5097506e-03
1.5300000e-05,2.2521000e+00,3.4956400e-03
1.5350000e-05,2.2523850e+00,3.4815312e-03
1.5400000e-05,2.2526700e+00,3.4674200e-03
1.5450000e-05,2.2529550e+00,3.4533006e-03
1.5500000e-05,2.2532400e+00,3.4391800e-03
1.5550000e-05,2.2535250e+00,3.4250656e-03
1.5600000e-05,2.2538100e+00,3.4109500e-03
1.5650000e-05,2.2540950e+00,3.3968263e-03
1.5700000e-05,2.2543800e+00,3.3827000e-03
1.5750000e-05,2.2546650e+00,3.3685756e-03
1.5800000e-05,2.2549500e+00,3.3544500e-03
1.5850000e-05,2.2552350e+00,3.3403213e-03
1.5900000e-05,2.2555200e+00,3.3261900e-03
1.5950000e-05,2.2558050e+00,3.3120563e-03
1.6000000e-05,2.2560900e+00,3.2979200e-03
1.6050000e-05,2.2563750e+00,3.2837806e-03
1.6100000e-05,2.2566600e+00,3.2696400e-03
1.6150000e-05,2.2569444e+00,3.2555006e-03
1.6200000e-05,2.2572300e+00,3.2413600e-03
1.6250000e-05,2.2575200e+00,3.2272163e-03
1.6300000e-05,2.2578100e+00,3.2130700e-03
1.6350000e-05,2.2580956e+00,3.1989206e-03
1.6400000e-05,2.2583800e+00,3.1847700e-03
1.6450000e-05,2.2586650e+00,3.1706206e-03
1.6500000e-05,2.2589500e+00,3.1564700e-03
1.6550000e-05,2.2592350e+00,3.1423163e-03
1.6600000e-05,2.2595200e+00,3.1281600e-03
1.6650000e-05,2.2598050e+00,3.1140013e-03
1.6700000e-05,2.2600900e+00,3.0998400e-03
1.6750000e-05,2.2603750e+00,3.0856756e-03
1.6800000e-05,2.2606600e+00,3.0715100e-03
1.6850000e-05,2.2609450e+00,3.0573456e-03
1.6900000e-05,2.2612300e+00,3.0431800e-03
1.6950000e-05,2.2615163e+00,3.0290125e-03
1.7000000e-05,2.2618000e+00,3.0148400e-03
1.7050000e-05,2.2620750e+00,3.0006563e-03
1.7100000e-05,2.2623500e+00,2.9864700e-03
1.7150000e-05,2.2626337e+00,2.9722894e-03
1.7200000e-05,2.2629200e+00,2.9581100e-03
1.7250000e-05,2.2632050e+00,2.9439306e-03
1.7300000e-05,2.2634900e+00,2.9297500e-03
1.7350000e-05,2.2637750e+00,2.9155663e-03
1.7400000e-05,2.2640600e+00,2.9013800e-03
1.7450000e-05,2.2643450e+00,2.8871906e-03
1.7500000e-05,2.2646300e+00,2.8730000e-03
1.7550000e-05,2.2649144e+00,2.8588106e-03
1.7600000e-05,2.2652000e+00,2.8446200e-03
1.7650000e-05,2.2654900e+00,2.8304263e-03
1.7700000e-05,2.2657800e+00,2.8162300e-03
1.7750000e-05,2.2660656e+00,2.8020306e-03
1.7800000e-05,2.2663500e+00,2.7878300e-03
1.7850000e-05,2.2666350e+00,2.7736306e-03
1.7900000e-05,2.2669200e+00,2.7594300e-03
1.7950000e-05,2.2672044e+00,2.7452263e-03
1.8000000e-05,2.2674900e+00,2.7310200e-03
1.8050000e-05,2.2677800e+00,2.7168113e-03
1.8100000e-05,2.2680700e+00,2.7026000e-03
1.8150000e-05,2.2683556e+00,2.6883856e-03
1.8200000e-05,2.2686400e+00,2.6741700e-03
1.8250000e-05,2.2689250e+00,2.6599562e-03
1.8300000e-05,2.2692100e+00,2.6457400e-03
1.8350000e-05,2.2694944e+00,2.6315163e-03
1.8400000e-05,2.2697800e+00,2.6172900e-03
1.8450000e-05,2.2700700e+00,2.6030650e-03
1.8500000e-05,2.2703600e+00,2.5888400e-03
1.8550000e-05,2.2706456e+00,2.5746162e-03
1.8600000e-05,2.2709300e+00,2.5603900e-03
1.8650000e-05,2.2712150e+00,2.5461556e-03
1.8700000e-05,2.2715000e+00,2.5319200e-03
1.8750000e-05,2.2717844e+00,2.5176906e-03
1.8800000e-05,2.2720700e+00,2.5034600e-03
1.8850000e-05,2.2723600e+00,2.4892219e-03
1.8900000e-05,2.2726500e+00,2.4749800e-03
1.8950000e-05,2.2729356e+00,2.4607356e-03
1.9000000e-05,2.2732200e+00,2.4464900e-03
1.9050000e-05,2.2735044e+00,2.4322456e-03
1.9100000e-05,2.2737900e+00,2.4180000e-03
1.9150000e-05,2.2740800e+00,2.4037513e-03
1.9200000e-05,2.2743700e+00,2.3895000e-03
1.9250000e-05,2.2746556e+00,2.3752456e-03
1.9300000e-05,2.2749400e+00,2.3609900e-03
1.9350000e-05,2.2752250e+00,2.3467356e-03
1.9400000e-05,2.2755100e+00,2.3324800e-03
1.9450000e-05,2.2757944e+00,2.3182213e-03
1.9500000e-05,2.2760800e+00,2.3039600e-03
1.9550000e-05,2.2763700e+00,2.2896963e-03
1.9600000e-05,2.2766600e+00,2.2754300e-03
1.9650000e-05,2.2769456e+00,2.2611606e-03
1.9700000e-05,2.2772300e+00,2.2468900e-03
1.9750000e-05,2.2775163e+00,2.2326212e-03
1.9800000e-05,2.2778000e+00,2.2183500e-03
1.9850000e-05,2.2780750e+00,2.2040713e-03
1.9900000e-05,2.2783500e+00,2.1897900e-03
1.9950000e-05,2.2786498e+00,2.1749359e-03
2.0000000e-05,2.2789200e+00,2.1612300e-03
2.0050000e-05,2.2791410e+00,2.1492439e-03
2.0100000e-05,2.2793624e+00,2.1372552e-03
2.0150000e-05,2.2795842e+00,2.1252667e-03
2.0200000e-05,2.2798062e+00,2.1132812e-03
2.0250000e-05,2.2800284e+00,2.1013017e-03
2.0300000e-05,2.2802507e+00,2.0893310e-03
2.0350000e-05,2.2804730e+00,2.0773720e-03
2.0400000e-05,2.2806952e+00,2.0654275e-03
2.0450000e-05,2.2809173e+00,2.0535004e-03
2.0500000e-05,2.2811392e+00,2.0415935e-03
2.0550000e-05,2.2813607e+00,2.0297098e-03
2.0600000e-05,2.2815818e+00,2.0178522e-03
2.0650000e-05,2.2818025e+00,2.0060233e-03
2.0700000e-05,2.2820226e+00,1.9942263e-03
2.0750000e-05,2.2822421e+00,1.9824638e-03
2.0800000e-05,2.2824609e+00,1.9707388e-03
2.0850000e-05,2.2826788e+00,1.9590541e-03
2.0900000e-05,2.2828959e+00,1.9474127e-03
2.0950000e-05,2.2831120e+00,1.9358173e-03
2.1000000e-05,2.2833270e+00,1.9242708e-03
2.1050000e-05,2.2835409e+00,1.9127762e-03
2.1100000e-05,2.2837537e+00,1.9013362e-03
2.1150000e-05,2.2839651e+00,1.8899538e-03
2.1200000e-05,2.2841751e+00,1.8786318e-03
2.1250000e-05,2.2843837e+00,1.8673730e-03
2.1300000e-05,2.2845908e+00,1.8561804e-03
2.1350000e-05,2.2847962e+00,1.8450568e-03
2.1400000e-05,2.2850000e+00,1.8340050e-03
2.1450000e-05,2.2852019e+00,1.8230280e-03
2.1500000e-05,2.2854020e+00,1.8121286e-03
2.1550000e-05,2.2856002e+00,1.8013097e-03
2.1600000e-05,2.2857963e+00,1.7905741e-03
2.1650000e-05,2.2859903e+00,1.7799247e-03
2.1700000e-05,2.2861822e+00,1.7693644e-03
2.1750000e-05,2.2863717e+00,1.7588961e-03
2.1800000e-05,2.2865589e+00,1.7485225e-03
2.1850000e-05,2.2867437e+00,1.7382466e-03
2.1900000e-05,2.2869260e+00,1.7280712e-03
2.1950000e-05,2.2871056e+00,1.7179993e-03
2.2000000e-05,2.2872826e+00,1.7080336e-03
2.2050000e-05,2.2874569e+00,1.6981771e-03
2.2100000e-05,2.2876282e+00,1.6884326e-03
2.2150000e-05,2.2877967e+00,1.6788029e-03
2.2200000e-05,2.2879622e+00,1.6692910e-03
2.2250000e-05,2.2881245e+00,1.6598997e-03
2.2300000e-05,2.2882838e+00,1.6506318e-03
2.2350000e-05,2.2884397e+00,1.6414903e-03
2.2400000e-05,2.2885923e+00,1.6324780e-03
2.2450000e-05,2.2887416e+00,1.6235978e-03
2.2500000e-05,2.2888873e+00,1.6148525e-03
2.2550000e-05,2.2890294e+00,1.6062451e-03
2.2600000e-05,2.2891679e+00,1.5977783e-03
2.2650000e-05,2.2893027e+00,1.5894550e-03
2.2700000e-05,2.2894336e+00,1.5812782e-03
2.2750000e-05,2.2895606e+00,1.5732506e-03
2.2800000e-05,2.2896837e+00,1.5653751e-03
2.2850000e-05,2.2898027e+00,1.5576547e-03
2.2900000e-05,2.2899175e+00,1.5500921e-03
2.2950000e-05,2.2900281e+00,1.5426903e-03
2.3000000e-05,2.2901344e+00,1.5354521e-03
2.3050000e-05,2.2902363e+00,1.5283804e-03
2.3100000e-05,2.2903338e+00,1.5214780e-03
2.3150000e-05,2.2904267e+00,1.5147478e-03
2.3200000e-05,2.2905149e+00,1.5081926e-03
2.3250000e-05,2.2905984e+00,1.5018155e-03
2.3300000e-05,2.2906772e+00,1.4956191e-03
2.3350000e-05,2.2907510e+00,1.4896064e-03
2.3400000e-05,2.2908199e+00,1.4837802e-03
2.3450000e-05,2.2908838e+00,1.4781435e-03
2.3500000e-05,2.2909425e+00,1.4726990e-03
2.3550000e-05,2.2909960e+00,1.4674497e-03
2.3600000e-05,2.2910443e+00,1.4623983e-03
2.3650000e-05,2.2910871e+00,1.4575479e-03
2.3700000e-05,2.2911245e+00,1.4529012e-03
2.3750000e-05,2.2911564e+00,1.4484611e-03
2.3800000e-05,2.2911827e+00,1.4442304e-03
2.3850000e-05,2.2912033e+00,1.4402122e-03
2.3900000e-05,2.2912181e+00,1.4364091e-03
2.3950000e-05,2.2912270e+00,1.4328241e-03
2.4000000e-05,2.2912300e+00,1.4294600e-03
2.4050000e-05,2.2912297e+00,1.4262146e-03
2.4100000e-05,2.2912286e+00,1.4229842e-03
2.4150000e-05,2.2912269e+00,1.4197693e-03
2.4200000e-05,2.2912246e+00,1.4165707e-03
2.4250000e-05,2.2912216e+00,1.4133891e-03
2.4300000e-05,2.2912180e+00,1.4102250e-03
2.4350000e-05,2.2912138e+00,1.4070791e-03
2.4400000e-05,2.2912089e+00,1.4039522e-03
2.4450000e-05,2.2912035e+00,1.4008448e-03
2.4500000e-05,2.2911976e+00,1.3977576e-03
2.4550000e-05,2.2911911e+00,1.3946913e-03
2.4600000e-05,2.2911840e+00,1.3916465e-03
2.4650000e-05,2.2911765e+00,1.3886240e-03
2.4700000e-05,2.2911684e+00,1.3856242e-03
2.4750000e-05,2.2911598e+00,1.3826480e-03
2.4800000e-05,2.2911508e+00,1.3796960e-03
2.4850000e-05,2.2911413e+00,1.3767688e-03
2.4900000e-05,2.2911313e+00,1.3738671e-03
2.4950000e-05,2.2911210e+00,1.3709915e-03
2.5000000e-05,2.2911102e+00,1.3681428e-03
2.5050000e-05,2.2910990e+00,1.3653215e-03
2.5100000e-05,2.2910874e+00,1.3625284e-03
2.5150000e-05,2.2910754e+00,1.3597640e-03
2.5200000e-05,2.2910631e+00,1.3570291e-03
2.5250000e-05,2.2910505e+00,1.3543243e-03
2.5300000e-05,2.2910375e+00,1.3516503e-03
2.5350000e-05,2.2910242e+00,1.3490077e-03
2.5400000e-05,2.2910106e+00,1.3463971e-03
2.5450000e-05,2.2909967e+00,1.3438194e-03
2.5500000e-05,2.2909826e+00,1.3412750e-03
2.5550000e-05,2.2909682e+00,1.3387647e-03
2.5600000e-05,2.2909536e+00,1.3362891e-03
2.5650000e-05,2.2909387e+00,1.3338489e-03
2.5700000e-05,2.2909236e+00,1.3314447e-03
2.5750000e-05,2.2909084e+00,1.3290773e-03
